Season,Matchday,Player,Wins,Losses,Ties,Pts,MPD,TMP,TCA,PCA,UfPE,OE,QPct,TPA,CAA,PCAA,UfPA,DE,NUfP,QPO,QPD,OPD,FW,FL,3PT,MCW,Rundle,Rundle Rank,League,Branch
66,25,AllisonW,13,10,2,28,4,66,52,1.26923076923,35,0,0.346666666667,62,52,1.19230769231,28,0.681818181818,7,0.346666666667,1.02848484848,0.681818181818,2,0,5,11,E Pacific Div 1,12,Pacific,SchwartzT
66,25,Almasa,13,10,2,28,10,94,79,1.18987341772,30,0,0.526666666667,84,65,1.29230769231,35,0.639175257732,-5,0.526666666667,1.1658419244,0.639175257732,1,0,5,16,C Memorial,12,Memorial,MillerA
66,25,AlmoiteB,13,9,3,29,9,91,63,1.44444444444,45,0,0.42,82,63,1.30158730159,30,0.647058823529,15,0.42,1.06705882353,0.647058823529,3,0,7,19,R Meridian Div 2,9,Meridian,MatthewsP
66,25,AmerikaB,12,10,3,27,2,104,80,1.3,36,0,0.533333333333,102,77,1.32467532468,31,0.651685393258,5,0.533333333333,1.18501872659,0.651685393258,1,0,12,17,C Midland Div 2,7,Midland,KesnerA
66,25,AmmermanA,11,10,4,26,0,117,86,1.36046511628,36,0,0.573333333333,117,87,1.34482758621,36,0.636363636364,0,0.573333333333,1.2096969697,0.636363636364,0,0,11,15,B Sugarloaf,11,Sugarloaf,WrightB
66,25,AmmermanN,14,7,4,31,6,94,75,1.25333333333,35,0,0.520833333333,88,70,1.25714285714,31,0.677083333333,4,0.520833333333,1.19791666667,0.677083333333,1,1,7,18,D Coastal Div 1,6,Coastal,RipsteinE
66,25,AmooM,14,9,2,29,32,117,84,1.39285714286,40,0,0.583333333333,85,61,1.39344262295,34,0.58024691358,6,0.583333333333,1.16358024691,0.58024691358,1,1,13,8,R Memorial Div 2,7,Memorial,SausvilleK
66,25,AmooR,18,5,2,36,65,130,93,1.39784946237,33,0,0.673913043478,65,49,1.32653061224,30,0.61038961039,3,0.673913043478,1.28430265387,0.61038961039,1,2,12,8,R Seaboard Div 1,3,Seaboard,LevyJ
66,25,AmuzieCC,13,7,5,31,17,70,53,1.32075471698,36,0,0.353333333333,53,49,1.08163265306,20,0.753086419753,16,0.353333333333,1.10641975309,0.753086419753,2,0,6,18,E Skyline Div 1,7,Skyline,SamburgM
66,25,AnandS,12,9,4,25,13,61,50,1.22,27,0,0.378787878788,48,40,1.2,27,0.653846153846,0,0.378787878788,1.03263403263,0.653846153846,1,3,3,14,E Highland Div 1,14,Highland,CrosslandC
66,25,AndelaD,7,14,4,18,-17,128,95,1.34736842105,33,0,0.633333333333,145,105,1.38095238095,28,0.654320987654,5,0.633333333333,1.28765432099,0.654320987654,1,0,10,16,A Skyline,22,Skyline,TricchinelliR
66,25,AndelmanM,16,7,2,34,52,116,83,1.39759036145,44,0,0.553333333333,64,54,1.18518518519,27,0.693181818182,17,0.553333333333,1.24651515152,0.693181818182,1,0,11,17,R Sugarloaf Div 1,5,Sugarloaf,KahnKS
66,25,AndersonB2,9,12,4,20,-12,80,66,1.21212121212,30,0,0.478260869565,92,69,1.33333333333,40,0.611650485437,-10,0.478260869565,1.089911355,0.611650485437,0,2,5,20,D Sequoia Div 2,22,Sequoia,YoungS
66,25,AndersonC,0,25,0,-21,-117,7,4,1.75,7,0,0.166666666667,124,78,1.58974358974,53,0.423913043478,-46,0.166666666667,0.590579710145,0.423913043478,0,21,1,4,R Frontier Div 1,22,Frontier,BraggR
66,25,AndersonDR,14,9,2,30,2,72,58,1.24137931034,34,0,0.386666666667,70,57,1.22807017544,34,0.656565656566,0,0.386666666667,1.04323232323,0.656565656566,0,0,4,26,E Central Div 1,8,Central,ScheelerD
66,25,AndersonE,15,3,7,37,26,90,70,1.28571428571,35,0,0.466666666667,64,59,1.08474576271,26,0.742574257426,9,0.466666666667,1.20924092409,0.742574257426,0,0,8,17,E Central Div 1,2,Central,ScheelerD
66,25,AndersonE2,9,11,5,23,-6,102,75,1.36,42,0,0.5,108,85,1.27058823529,29,0.701030927835,13,0.5,1.20103092784,0.701030927835,1,0,13,17,B Midland,18,Midland,KushnerAB
66,25,AndersonJ,17,4,4,38,54,103,82,1.25609756098,27,0,0.546666666667,49,47,1.04255319149,21,0.752941176471,6,0.546666666667,1.29960784314,0.752941176471,0,0,7,16,E Coastal Div 2,3,Coastal,PliskaG
66,25,AndersonJ2,6,16,3,15,-31,106,81,1.30864197531,38,0,0.54,137,98,1.39795918367,34,0.613636363636,4,0.54,1.15363636364,0.613636363636,0,0,11,12,B Frontier,24,Frontier,BarkerC
66,25,AndersonJM,9,12,4,22,-6,50,41,1.21951219512,28,0,0.273333333333,56,48,1.16666666667,21,0.716216216216,7,0.273333333333,0.98954954955,0.716216216216,4,0,3,20,R Corridor Div 1,10,Corridor,RafalA
66,25,AndersonM2,14,8,3,31,11,117,88,1.32954545455,35,0,0.586666666667,106,89,1.19101123596,22,0.777777777778,13,0.586666666667,1.36444444444,0.777777777778,0,0,12,11,B Sugarloaf,6,Sugarloaf,LutherS
66,25,AndersonP,13,10,2,27,3,65,53,1.22641509434,33,0,0.368055555556,62,51,1.21568627451,23,0.693333333333,10,0.368055555556,1.06138888889,0.693333333333,4,1,4,16,R Meridian Div 1,10,Meridian,LeedsJ
66,25,AndreD,12,9,4,28,10,130,100,1.3,25,0,0.666666666667,120,97,1.23711340206,18,0.793103448276,7,0.666666666667,1.45977011494,0.793103448276,0,0,11,20,A Memorial,8,Memorial,PrestemonE
66,25,AndrewsB2,7,12,6,18,-24,71,56,1.26785714286,34,0,0.405797101449,95,68,1.39705882353,36,0.581395348837,-2,0.405797101449,0.987192450286,0.581395348837,1,2,6,19,R Skyline Div 1,20,Skyline,PeskinK
66,25,AndrewsS,13,10,2,27,16,130,93,1.39784946237,29,0,0.645833333333,114,86,1.32558139535,29,0.670454545455,0,0.645833333333,1.31628787879,0.670454545455,1,1,11,20,B Seaboard,9,Seaboard,SzymanskiG
66,25,AndriesK,9,11,5,23,-17,76,54,1.40740740741,41,0,0.36,93,68,1.36764705882,40,0.591836734694,1,0.36,0.951836734694,0.591836734694,1,0,6,13,D Horizon Div 2,16,Horizon,BundroR
66,25,AngelicoV,5,18,2,8,-45,45,40,1.125,21,0,0.31746031746,90,63,1.42857142857,38,0.552941176471,-17,0.31746031746,0.870401493931,0.552941176471,2,4,2,16,R Horizon Div 1,25,Horizon,DimitriCRob
66,25,AnhaltD,5,12,8,15,-22,36,27,1.33333333333,24,0,0.204545454545,58,46,1.26086956522,32,0.627906976744,-8,0.204545454545,0.83245243129,0.627906976744,0,3,5,9,E Sugarloaf Div 1,25,Sugarloaf,StoneE
66,25,AnsisK,10,10,5,25,13,81,59,1.37288135593,39,0,0.393333333333,68,63,1.07936507937,20,0.784946236559,19,0.393333333333,1.17827956989,0.784946236559,2,0,6,13,D Meridian Div 1,10,Meridian,LevyB
66,25,AnsonI,17,6,2,36,39,87,65,1.33846153846,39,0,0.433333333333,48,44,1.09090909091,20,0.736842105263,19,0.433333333333,1.1701754386,0.736842105263,2,0,7,16,E Pacific Div 1,3,Pacific,LovejoyA
66,25,AnthonyS,15,6,4,34,16,92,73,1.2602739726,39,0,0.486666666667,76,67,1.13432835821,28,0.733333333333,11,0.486666666667,1.22,0.733333333333,0,0,5,25,D Sugarloaf Div 2,3,Sugarloaf,StoneE
66,25,AntkowiakP,10,11,4,24,14,84,71,1.18309859155,25,0,0.473333333333,70,61,1.14754098361,27,0.721649484536,-2,0.473333333333,1.19498281787,0.721649484536,2,0,4,14,D Maritime Div 1,18,Maritime,DiGiorgioN
66,25,AntunesM,9,11,5,23,-1,119,88,1.35227272727,38,0,0.586666666667,120,87,1.37931034483,35,0.615384615385,3,0.586666666667,1.20205128205,0.615384615385,0,0,11,14,C Maritime Div 2,10,Maritime,SangameswaraO
66,25,AnzicekM,9,15,1,18,-30,62,50,1.24,27,0,0.347222222222,92,71,1.29577464789,27,0.674698795181,0,0.347222222222,1.0219210174,0.674698795181,1,1,5,18,R Pacific Div 2,17,Pacific,ShapiroA
66,25,ApfelM,13,10,2,28,27,126,98,1.28571428571,28,0,0.653333333333,99,70,1.41428571429,38,0.568181818182,-10,0.653333333333,1.22151515152,0.568181818182,1,0,9,15,C Corridor,12,Corridor,BreedingJ
66,25,ApostolM,7,13,5,19,-7,71,56,1.26785714286,34,0,0.373333333333,78,59,1.32203389831,36,0.612903225806,-2,0.373333333333,0.98623655914,0.612903225806,2,0,6,21,R Central Div 1,17,Central,WhitlockS
66,25,AppiahDuffellJ,10,12,3,23,-12,72,56,1.28571428571,33,0,0.373333333333,84,61,1.37704918033,34,0.590361445783,-1,0.373333333333,0.963694779116,0.590361445783,2,0,6,20,R Memorial Div 2,14,Memorial,MayfieldJ
66,25,Appiah-DuffellS,12,9,4,28,-2,81,59,1.37288135593,42,0,0.393333333333,83,64,1.296875,34,0.63829787234,8,0.393333333333,1.03163120567,0.63829787234,1,0,9,24,R Memorial Div 2,8,Memorial,MayfieldJ
66,25,ArasinJ,14,7,4,32,19,75,55,1.36363636364,39,0,0.366666666667,56,46,1.21739130435,26,0.666666666667,13,0.366666666667,1.03333333333,0.666666666667,2,0,7,27,R Meridian Div 1,6,Meridian,BourlaD
66,25,ArbizuA,9,13,3,21,-23,83,75,1.10666666667,21,0,0.5,106,83,1.27710843373,30,0.690721649485,-9,0.5,1.19072164948,0.690721649485,0,0,5,16,C Skyline Div 2,15,Skyline,HorwitzJ
66,25,ArchuletaD,9,15,1,16,-31,60,48,1.25,24,0,0.363636363636,91,68,1.33823529412,30,0.634146341463,-6,0.363636363636,0.9977827051,0.634146341463,3,3,5,14,R Central Div 1,20,Central,ZuffranieriJ
66,25,ArizpeA,6,14,5,17,-29,66,65,1.01538461538,19,0,0.433333333333,95,68,1.39705882353,42,0.571428571429,-23,0.433333333333,1.00476190476,0.571428571429,0,0,4,19,D Sequoia Div 1,27,Sequoia,ArizpeAA
66,25,ArizpeAA,12,9,4,28,10,110,83,1.32530120482,38,0,0.553333333333,100,82,1.21951219512,27,0.73,11,0.553333333333,1.28333333333,0.73,0,0,10,11,C Sequoia Div 2,7,Sequoia,ArizpeAA
66,25,ArizpeAC,10,10,5,25,-13,58,46,1.26086956522,30,0,0.306666666667,71,56,1.26785714286,32,0.644444444444,-2,0.306666666667,0.951111111111,0.644444444444,0,0,5,20,E Sequoia Div 2,16,Sequoia,ArizpeAA
66,25,ArizziE,12,11,2,24,-7,48,39,1.23076923077,27,0,0.282608695652,55,43,1.27906976744,27,0.630136986301,0,0.282608695652,0.912745681954,0.630136986301,3,2,3,13,E Metro Div 1,13,Metro,WechtB
66,25,ArmstrongB,8,14,3,19,-18,60,54,1.11111111111,28,0,0.36,78,57,1.36842105263,33,0.592592592593,-5,0.36,0.952592592593,0.592592592593,1,0,4,29,R Skyline Div 2,18,Skyline,ReiherA
66,25,ArmstrongJ,11,12,2,24,-7,125,92,1.35869565217,36,0,0.613333333333,132,94,1.40425531915,33,0.607142857143,3,0.613333333333,1.22047619048,0.607142857143,1,0,9,19,A Corridor,18,Corridor,Mizrahi
66,25,ArndtW,6,19,0,3,-34,24,21,1.14285714286,15,0,0.21875,58,38,1.52631578947,33,0.484375,-18,0.21875,0.703125,0.484375,1,9,2,10,E Skyline Div 1,26,Skyline,SamburgM
66,25,ArnerTim,12,10,3,27,6,73,58,1.25862068966,36,0,0.386666666667,67,51,1.3137254902,35,0.606741573034,1,0.386666666667,0.9934082397,0.606741573034,2,0,7,16,D Highland Div 2,8,Highland,KaleV
66,25,ArnessMK,18,6,1,37,73,158,106,1.49056603774,38,0,0.706666666667,85,69,1.23188405797,21,0.73417721519,17,0.706666666667,1.44084388186,0.73417721519,1,0,15,11,R Horizon Div 1,3,Horizon,RyderM
66,25,ArnettJ,9,7,9,27,8,86,69,1.24637681159,35,0,0.46,78,63,1.2380952381,31,0.673684210526,4,0.46,1.13368421053,0.673684210526,1,0,7,23,D Sequoia Div 1,9,Sequoia,CapodiceN
66,25,ArnettJJ,16,7,2,34,41,104,77,1.35064935065,41,0,0.513333333333,63,53,1.18867924528,31,0.673684210526,10,0.513333333333,1.18701754386,0.673684210526,0,0,6,25,D Sequoia Div 1,2,Sequoia,MorganB
66,25,ArnettP,12,8,5,29,17,108,81,1.33333333333,39,0,0.54,91,76,1.19736842105,30,0.716981132075,9,0.54,1.25698113208,0.716981132075,0,0,10,25,C Sequoia Div 1,5,Sequoia,CapodiceN
66,25,ArnettT,11,11,3,25,5,147,105,1.4,33,0,0.7,142,104,1.36538461538,29,0.662790697674,4,0.7,1.36279069767,0.662790697674,0,0,13,7,A Sequoia,10,Sequoia,CapodiceN
66,25,ArnoldM,8,9,8,24,8,159,114,1.39473684211,26,0,0.76,151,112,1.34821428571,16,0.757575757576,10,0.76,1.51757575758,0.757575757576,0,0,16,11,A Skyline,14,Skyline,HorwitzJ
66,25,AronoffP,8,16,1,16,-24,86,72,1.19444444444,24,0,0.5,110,85,1.29411764706,30,0.684210526316,-6,0.5,1.18421052632,0.684210526316,1,1,5,16,B Corridor,24,Corridor,AronoffP
66,25,AronsonR,8,13,4,16,-16,62,52,1.19230769231,26,0,0.412698412698,78,61,1.27868852459,38,0.631067961165,-12,0.412698412698,1.04376637386,0.631067961165,0,4,5,18,E Pacific Div 2,26,Pacific,GoodeM
66,25,ArpinA2,20,5,0,39,56,131,100,1.31,25,0,0.694444444444,75,62,1.20967741935,28,0.695652173913,-3,0.694444444444,1.39009661836,0.695652173913,1,1,8,7,D Corridor Div 2,2,Corridor,BreedingJ
66,25,ArshamB,13,12,0,26,7,86,63,1.36507936508,37,0,0.42,79,60,1.31666666667,32,0.627906976744,5,0.42,1.04790697674,0.627906976744,1,0,8,15,R Highland Div 1,11,Highland,SaundersA
66,25,ArwariS,9,10,6,24,-7,69,57,1.21052631579,24,0,0.38,76,65,1.16923076923,28,0.717171717172,-4,0.38,1.09717171717,0.717171717172,1,0,6,15,D Seaboard Div 1,15,Seaboard,MatrosM
66,25,AsanteA,12,12,1,21,-11,95,69,1.3768115942,30,0,0.547619047619,106,75,1.41333333333,41,0.568421052632,-11,0.547619047619,1.11604010025,0.568421052632,1,4,9,11,R Horizon Div 2,20,Horizon,SimpsonF
66,25,AscherL,10,10,5,25,-2,142,110,1.29090909091,17,0,0.733333333333,144,109,1.32110091743,21,0.740740740741,-4,0.733333333333,1.47407407407,0.740740740741,0,0,13,7,B Horizon,13,Horizon,TeneryD
66,25,AshkinJ,4,20,1,6,-46,42,40,1.05,22,0,0.30303030303,88,54,1.62962962963,49,0.416666666667,-27,0.30303030303,0.719696969697,0.416666666667,1,3,2,15,R Pacific Div 2,24,Pacific,BasinK
66,25,AsplundB,6,13,6,13,-37,28,31,0.903225806452,12,0,0.258333333333,65,52,1.25,33,0.641304347826,-21,0.258333333333,0.899637681159,0.641304347826,0,5,1,20,E Maritime Div 1,31,Maritime,CostelloR
66,25,AtkinsS,3,18,4,10,-52,38,36,1.05555555556,21,0,0.24,90,74,1.21621621622,27,0.71875,-6,0.24,0.95875,0.71875,1,0,2,26,R Metro Div 2,23,Metro,WechtB
66,25,AuerbachD,12,9,4,28,21,120,90,1.33333333333,35,0,0.6,99,72,1.375,39,0.59375,-4,0.6,1.19375,0.59375,1,0,9,17,R Skyline Div 1,10,Skyline,JohnsonS2
66,25,AugustineP,9,12,4,22,-9,154,109,1.4128440367,31,0,0.726666666667,163,115,1.41739130435,25,0.63768115942,6,0.726666666667,1.36434782609,0.63768115942,1,0,16,14,A Maritime,17,Maritime,RosbyG
66,25,AugustinePG,8,17,0,14,-48,47,37,1.27027027027,27,0,0.268115942029,95,69,1.3768115942,38,0.591397849462,-11,0.268115942029,0.859513791491,0.591397849462,3,2,5,13,R Maritime Div 1,26,Maritime,BruceM
66,25,AustinN,14,8,3,30,8,60,42,1.42857142857,37,0,0.291666666667,52,46,1.13043478261,27,0.693181818182,10,0.291666666667,0.984848484848,0.693181818182,1,1,4,16,E Meridian Div 2,8,Meridian,LevyB
